	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3	median	mean	sd	F_stat	p	bonferroni_p	fdr_p
Capsular_surface_virulence_antigen_loci	2	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	80	51	0	0	0	34	0	0	62	0	0	0	0	0	0	9.63333333333333	22.6068090647918	7.85882340382378	0.00204273479926426	1	0.00433723523205129
Coenzyme_F420_hydrogenase	46	37	0	75	11	19	135	0	100	0	138	0	66	0	28	0	0	0	0	91	0	0	0	0	0	0	122	183	30	174	5.5	41.8333333333333	57.9328287215303	7.8542904180474	0.00204859646759416	1	0.00433753106825803
Phosphorylcholine_incorporation_in_LPS	7274	6795	3267	2761	4134	4292	785	2372	3368	2460	1190	3178	2297	4404	1585	0	1948	2448	2889	3650	0	1759	2486	4697	2385	0	5986	1727	5612	6000	2623.5	3058.3	1942.46235751039	7.76547620716341	0.00216716438960639	1	0.00457579556357005
P_uptake_(cyanobacteria)	0	0	0	13634	0	0	12371	0	9871	0	9835	0	21503	9475	8651	0	0	0	0	0	0	0	0	12984	0	0	0	0	0	9009	0	3577.76666666667	5947.52862429275	7.74435765556906	0.00219642924033483	1	0.00462470378937167
PROSC	0	0	214557	204801	212431	237385	159653	0	0	0	73699	0	0	0	121297	0	0	0	216077	0	0	0	0	0	0	0	112089	0	195748	0	0	58257.9	89219.086220904	7.73141203595764	0.00221457815680056	1	0.00465000067272805
Streptococcal_Hyaluronic_Acid_Capsule	21333	20489	19384	20549	18414	20795	9837	18383	21287	20775	10901	14638	18935	9674	10128	0	19073	0	21866	20770	16395	16662	20473	10005	23465	21667	8249	8936	17934	7964	18398.5	15632.7	6465.22811369166	7.62867110348789	0.00236445692815795	1	0.00495098992139152
Capsular_heptose_biosynthesis	20534	21989	21617	18889	19139	23188	10441	0	19464	0	9797	12567	37037	12846	10391	18663	17108	0	22175	21070	15999	14955	0	11526	15420	0	7906	8742	17870	7778	15187.5	13903.7	8642.37081596767	7.61578532289259	0.00238401048622422	1	0.00497818167646821
HPr_kinase_and_hprK_operon_in_Gram-positive_organisms	0	19132	0	18041	18319	0	3476	0	0	0	0	4741	0	0	3149	0	0	0	21461	0	0	0	0	0	0	0	0	0	18625	2545	0	3649.63333333333	7158.11618197921	7.55701665207427	0.00247541789921937	1	0.0051548537571656
Lysine_Biosynthesis_DAP_Pathway	0	0	0	0	108764	0	63559	0	0	0	33758	51242	101918	0	57878	0	0	0	0	0	0	0	0	0	0	0	40298	43306	0	39994	0	18023.9	31472.4127981075	7.3157946630224	0.00289201432730087	1	0.00600588180847687
Lactose_and_Galactose_Uptake_and_Utilization	148254	107923	99490	88948	148201	119187	41889	0	76800	0	43623	83407	114135	62318	57277	0	249545	0	124421	97097	0	0	0	0	0	0	104183	56689	120292	102335	69559	68200.4666666667	61856.8097785653	7.27400310938607	0.00297155161880297	1	0.00615419706844986
Regulation_of_Oxidative_Stress_Response	0	0	47928	43439	44754	51269	0	3797	0	0	0	0	0	0	50732	0	0	4421	44573	0	0	3839	0	0	0	0	0	0	41381	0	0	11204.4333333333	19801.4860791729	7.26255010640814	0.00299375676270305	1	0.00618329053441121
NiFe_hydrogenase_maturation	0	9577	10556	0	9646	9313	0	3	0	0	0	0	0	0	0	0	529	0	11045	0	0	11	0	0	0	0	5399	0	0	0	0	1869.3	3848.50204759525	7.20666888087733	0.0031046857704744	1	0.00639497775548802
CBSS-350688.3.peg.1509	0	216350	197768	207356	201868	0	155895	0	0	0	0	0	0	0	164361	0	0	0	242237	0	0	0	0	0	0	0	0	133564	197832	0	0	57241.0333333333	90657.373819378	7.07000296675193	0.00339501807818191	1	0.00697404797631948
Maltose_and_Maltodextrin_Utilization	0	0	0	95692	122383	135722	79031	0	0	0	74944	108497	149299	0	60871	0	0	0	130549	99310	0	0	0	0	0	0	0	64704	109626	76507	0	43571.1666666667	53881.8948180014	7.01583895260315	0.00351803841979297	1	0.0072072246546029
Pyrimidine_utilization	13719	13743	14684	0	0	0	5819	0	0	0	7477	12860	14451	8224	0	0	5263	0	0	0	0	16	0	8460	0	0	9248	7479	11404	9197	8	4734.8	5592.88463231138	6.99035754430862	0.00357756167942742	1	0.00730941173316977
Lipoic_acid_metabolism	0	0	0	11315	13257	0	14366	0	12066	0	12490	15748	22431	0	10456	0	0	0	15763	0	0	0	0	18484	0	0	0	8589	15046	0	0	5667.03333333333	7425.60886849126	6.94896649197878	0.00367656687753294	1	0.00749149917518808
Erythromycin_resistance	0	0	0	0	0	0	0	0	0	0	292	218	240	0	275	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	36.0666666666667	89.1023949263385	6.9232825370459	0.00373947824634943	1	0.00759926142287633
Putative_TldE-TldD_proteolytic_complex	0	0	17491	12613	13929	18693	0	0	0	0	4844	5324	0	0	7295	0	109	0	14060	0	0	0	0	16413	0	0	1610	0	14421	0	0	4226.73333333333	6578.89946741086	6.83379534388118	0.00396786442573694	1	0.00804182148317807
At5g37530	0	117129	0	95843	0	0	77501	0	0	0	59513	0	152363	57909	84916	0	0	0	127689	101466	0	0	0	0	0	0	69202	66158	100587	67592	0	39262.2666666667	49283.9176852774	6.78054720111345	0.00411083784736539	1	0.00830937356880791
CBSS-342610.3.peg.1794	25220	0	30085	22082	30842	0	19106	14770	21622	12883	21429	29989	42104	13293	21882	0	13821	18627	34312	22000	0	13688	0	20300	0	0	14250	15517	27578	13960	17072	16645.3333333333	11551.2239248021	6.73708406561513	0.00423164027450191	1	0.00853080672359694
CBSS-316407.3.peg.1371	8250	0	0	4988	0	0	0	0	0	0	0	0	0	3892	0	0	0	0	5858	5350	0	0	0	0	0	0	0	0	6715	0	0	1168.43333333333	2457.66291680606	6.62432807450405	0.00456317502214513	1	0.00917476569439259
Inorganic_Sulfur_Assimilation	0	0	44734	0	0	0	38061	0	0	0	19647	25573	64578	14682	22620	23045	0	0	0	0	0	0	0	36176	0	0	0	13582	0	0	0	10089.9333333333	16975.9872069513	6.50558816568262	0.00494268573508557	1	0.00991152324654725
Methylglyoxal_Metabolism	0	14808	0	14489	14492	16549	9484	0	0	0	0	0	21315	10556	11627	0	0	0	16168	17179	0	0	0	11141	0	0	0	9190	0	0	0	5566.6	7285.97229258222	6.21964911141343	0.00600298012570829	1	0.0120059602514166
Type_I_Restriction-Modification	30995	47660	20567	21760	21100	23229	0	0	0	0	0	0	0	0	60361	0	0	0	24019	0	0	0	0	0	0	0	17896	0	25758	17519	0	10362.1333333333	15977.6420959767	6.17058225670237	0.0062083110357181	1	0.0123839467501956
CBSS-235.1.peg.567	0	0	122970	123205	142223	0	0	0	0	0	0	0	0	0	113232	0	0	0	146386	0	0	0	0	0	0	0	0	0	127107	0	0	25837.4333333333	52819.7396765206	6.05943799318225	0.00670185232097826	1	0.013333343987668
Folate_Biosynthesis	0	0	0	50239	0	0	24766	0	0	0	21788	33115	46827	18534	22837	0	0	0	0	34085	0	0	0	0	0	0	41991	19322	73369	45936	0	14426.9666666667	20606.1707622161	6.05183901697503	0.00673710168893703	1	0.0133683850267389
Rubrerythrin	7027	6059	3976	7308	5826	5787	3413	0	6366	0	0	0	5241	0	3245	0	9187	10801	6031	2312	9172	11310	11393	1619	8750	10598	3597	2588	5732	3558	5486.5	5029.86666666667	3691.55036800803	5.92817070773538	0.0073396454101409	1	0.0145259822999655
tRNA_aminoacylation,_His	0	20912	19358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24100	0	0	0	0	0	0	0	0	0	19496	0	0	2795.53333333333	7283.65606723348	5.91826025768895	0.00739037691190476	1	0.0145882960917287
mnm5U34_biosynthesis_bacteria	0	0	0	96592	0	0	51499	0	0	0	54985	0	141008	56418	79125	0	0	0	0	99805	0	0	0	0	0	0	64803	45730	105500	63633	0	28636.6	42002.4575386103	5.90013962115185	0.00748411281043641	1	0.0147349545722358
Lactose_utilization	0	0	1683	0	0	33	0	0	2	0	0	0	675	0	0	0	181785	198158	0	0	208944	0	0	0	151957	0	0	119	0	0	0	24778.5333333333	64499.3814772446	5.84816555275366	0.0077601237182772	1	0.0152387921721609
Auxin_biosynthesis	0	0	0	0	38189	0	22195	13046	0	0	23305	31627	32677	0	19769	0	0	0	0	0	0	0	0	0	0	0	19187	14350	34647	18582	0	8919.13333333333	12940.7753398088	5.81562545465112	0.00793848092379685	1	0.0155487559179277
Unspecified_monosaccharide_transport_cluster	0	31635	29679	28132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26559	3585	0	3986.33333333333	10025.0252259837	5.7471834068474	0.00832815655874486	1	0.0162438213708695
Lactate_utilization	0	21773	0	22878	22549	32264	0	0	0	0	32360	39680	0	0	48976	0	0	0	20864	0	0	0	0	0	0	0	21070	23467	28594	20492	0	11165.5666666667	14965.0214020685	5.74580558466455	0.00833620912040663	1	0.0162438213708695
Peptidoglycan_Crosslinking_of_Peptide_Stems	0	5553	0	0	5194	5142	0	0	0	0	0	0	0	0	0	0	762	0	4962	0	0	4	0	0	29	0	0	0	0	0	0	721.533333333333	1798.83337161911	5.71837470122282	0.00849827950617844	1	0.0165171688863673
Flagellar_motility	180	162	1151	373	42	61	59	0	264	0	0	25	0	158	88	0	0	0	77	222	0	0	0	3	0	0	30	76	143	19	27.5	104.433333333333	218.938455111104	5.63475111245296	0.00901359075584324	1	0.0174739176289749
Experimental-Ubiquinone_BiosynthesisVDC	0	0	0	0	0	0	0	0	0	0	6292	6647	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	3777	0	0	0	732.466666666667	1943.9467804077	5.6147214401255	0.00914193720261961	1	0.0176775214275145
Bacterial_RNA-metabolizing_Zn-dependent_hydrolases	0	0	0	132213	0	0	90208	0	0	0	86456	137621	158191	0	99311	0	0	0	146376	0	0	0	0	100730	0	0	0	71775	120130	0	0	38100.3666666667	57091.941278344	5.60898328099552	0.00917906697281342	1	0.0177041546193195
CBSS-354.1.peg.2917	0	0	0	0	0	0	18517	0	0	0	4844	0	42674	0	23726	0	0	0	0	0	0	0	0	20573	0	0	0	0	0	0	0	3677.8	9769.4084824288	5.60069826188538	0.00923296269519644	1	0.0177629079262916
Murein_hydrolase_regulation_and_cell_death	0	7193	6663	5359	9659	5977	0	0	0	0	2798	0	7492	2975	0	0	0	0	0	0	0	0	0	4481	0	0	5245	0	4248	0	0	2069.66666666667	3016.12498978789	5.5874895663609	0.00931959208019578	1	0.0177953599078041
CBSS-281090.3.peg.464	45710	0	0	40875	0	0	0	0	0	0	0	0	76198	27446	39641	0	0	0	0	43907	0	0	0	33568	0	0	31197	34899	39478	31342	0	14808.7	21252.7731142274	5.58586221979548	0.00933032530907039	1	0.0177953599078041
Spore_Core_Dehydration	489	0	471	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	73.2666666666667	194.809001656589	5.58531024851326	0.00933396887235463	1	0.0177953599078041
CBSS-214092.1.peg.3450	288	216	210	181	143	293	0	0	354	0	0	0	0	224	0	0	453	0	0	0	0	9	0	181	17	0	0	0	296	0	0	95.5	136.533373462189	5.58375919103467	0.00934421558849417	1	0.0177953599078041
Cell_Division_Cluster	0	0	0	0	0	0	52483	0	0	0	52593	85915	96104	31279	50327	0	0	0	0	70702	0	0	0	0	0	0	0	46169	90611	0	0	19206.1	32122.3480691	5.57680672699706	0.0093902941778567	1	0.0177953599078041
Hemin_transport_system	13726	0	0	8592	11961	12071	6494	0	9067	0	8193	0	17062	6498	6279	0	0	0	0	0	0	0	0	0	0	0	5688	0	10019	0	0	3855	5259.38412547613	5.57674697589036	0.00939069124422379	1	0.0177953599078041
Legionaminic_Acid_Biosynthesis	14188	10375	13441	12267	10488	4345	0	0	6268	0	0	5966	0	2890	3490	0	0	0	5301	14685	0	0	0	0	26129	0	9552	0	10640	9449	3190	5315.8	6530.68769362953	5.52443360499843	0.00974534999440397	1	0.0184213847774519
tRNA-methylthiotransferase_containing_cluster	0	0	0	0	39576	0	21770	0	0	0	22439	30527	38561	0	0	0	0	0	0	0	0	0	0	30010	0	0	0	17179	0	0	0	6668.73333333333	12897.6178766451	5.50881322179893	0.00985401749560364	1	0.0185804608499193
Dihydroxyacetone_kinases	1598	1245	0	0	1603	1467	0	0	1444	0	0	0	3314	0	1386	0	0	0	2206	0	0	0	0	0	0	0	2130	1764	1366	1996	0	717.3	960.306709266404	5.48202050259357	0.0100434508762408	1	0.0188906594644926
Respiratory_dehydrogenases_1	0	0	0	0	0	0	0	0	0	0	23855	0	0	0	32130	0	0	0	0	0	0	0	0	0	0	0	18872	0	0	18065	0	3097.4	8296.40123726277	5.47085580702022	0.0101235402310972	1	0.0189941670672566
Uracil-DNA_glycosylase	15336	12807	11836	12630	11703	13882	0	9772	13222	10568	0	0	19440	8687	0	12696	10895	11930	12225	13077	10494	0	0	8999	12908	0	7504	7931	12562	7368	10731.5	8949.06666666667	5549.1134733604	5.43055874688528	0.0104183641793293	1	0.0194990618467447
DNA_repair,_bacterial	133412	153581	147299	127290	0	0	61895	0	0	0	43723	71843	133489	72376	47982	0	0	0	0	132335	0	0	0	0	0	0	0	51326	0	0	0	39218.3666666667	55570.4293763132	5.31655936872294	0.0113035008501919	1	0.0211035804050381
Bacterial_cyanide_production_and_tolerance_mechanisms	11737	21324	0	0	17151	16323	7431	0	0	0	10721	14642	24819	0	20406	0	0	0	26511	0	0	0	0	16567	0	0	0	10101	0	0	0	6591.1	8994.35354043551	5.26688372025531	0.0117141740534933	1	0.02181656985884
Listeria_surface_proteins:_Internalin-like_proteins	100	0	0	0	306	282	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	28.3666666666667	77.0904007322408	5.25354794144032	0.0118271306347927	1	0.0219729534832669
Ribosome_SSU_chloroplast	15	0	13	0	5	8	8	0	41	5	6	15	11	11	14	0	3	0	6	22	0	0	0	5	0	8	0	2	19	8	5.5	7.5	8.92787189377873	5.19361408973821	0.0123494236853153	1	0.0228871959742519
Lysine_degradation	20831	17691	13931	0	21455	20879	3366	10054	0	0	0	0	16114	0	12099	17826	10910	13657	25903	20963	0	9584	9400	2676	8663	0	9178	9814	16740	9213	9699	10031.5666666667	8048.37507131134	5.18796842472055	0.0123998844300102	1	0.0229246643852384
beta-glucuronide_utilization	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1944	0	0	0	1974	867	0	0	2360	0	0	0	0	0	0	238.3	651.08689763799	5.1762147289947	0.0125056504095786	1	0.023063948930561
Methylthiotransferases	0	34831	34084	34432	0	40945	39085	0	0	0	32718	0	0	0	41930	0	0	0	39031	0	0	0	0	26764	0	0	0	0	32010	0	0	11861	17257.7559195659	5.16562812462806	0.0126017439600758	1	0.0231742578075711
CBSS-176299.4.peg.1292	68309	0	0	60038	0	72895	0	0	0	0	0	0	0	37065	54875	0	0	0	0	57665	0	0	0	49413	0	0	42016	48192	57419	41283	0	19639	27072.4887293355	5.16290303293521	0.0126266074861832	1	0.0231742578075711
Glutathione:_Biosynthesis_and_gamma-glutamyl_cycle	0	0	0	0	0	0	0	0	0	0	0	11089	0	0	13639	0	0	0	0	0	0	0	0	0	0	0	6560	0	0	6525	0	1260.43333333333	3458.80536166536	5.11432069691413	0.0130788266697125	1	0.0239462575257054
Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	0	72392	72801	61507	0	72210	27634	0	0	0	23383	31481	63941	0	27022	0	0	0	0	0	0	0	0	0	0	0	0	16944	59303	0	0	17620.6	27004.1229286349	5.04098751159614	0.013794699551765	1	0.0251961018318984
Phenazine_biosynthesis	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0.9	2.49620401465077	4.9666919000757	0.0145630713812729	1	0.0265355964110693
DNA_repair,_bacterial_RecFOR_pathway	0	0	0	87856	104934	0	38348	0	0	0	19910	60666	88881	49964	17848	0	0	0	118601	88110	0	0	0	0	0	0	0	0	98869	0	0	25799.5666666667	40098.1836674236	4.92582729023625	0.015005187526319	1	0.0272756166545559
Protection_from_Reactive_Oxygen_Species	12542	12324	11818	11354	12170	15123	18418	8819	17937	12206	16894	22460	36228	8518	21293	13407	11941	11481	13180	13650	9240	8297	0	16889	17104	11659	13003	11567	10647	12658	12433	13760.9	6012.27112031202	4.90089032269085	0.0152820486712653	1	0.0277124231885625
Streptococcus_pyogenes_recombinatorial_zone	3285	0	0	4572	0	3043	2339	0	0	0	0	0	0	2385	0	0	0	0	0	2817	0	0	0	0	0	0	0	1149	2601	0	0	739.7	1335.45307176874	4.84637473776859	0.0159066001500458	1	0.0287761406055722
Glycine_reductase,_sarcosine_reductase_and_betaine_reductase	0	0	0	0	0	0	266	0	0	0	1687	3066	0	0	1624	0	0	0	0	2870	0	0	0	0	0	0	1163	1432	0	1225	0	444.433333333333	874.338081984993	4.83423061587279	0.0160494281361875	1	0.028965396493405
Polyamine_Metabolism	0	0	0	0	116081	121432	0	0	0	0	0	0	0	0	0	0	0	0	112757	0	0	0	0	0	0	0	35626	0	94114	35264	0	17175.8	38709.6324254099	4.80118364558256	0.0164451166278728	1	0.0296090223371201
Transport_of_Zinc	0	0	0	4739	0	0	0	0	0	0	3548	3959	0	4785	2890	0	0	0	6548	4325	0	0	0	0	0	0	3889	2314	0	3728	0	1357.5	2056.47064165769	4.79734437153057	0.0164917612312078	1	0.029622642211506
At3g21300	0	0	38876	0	42510	49174	34757	0	0	0	17791	28749	51641	0	25731	0	0	0	53527	0	0	0	0	0	0	0	0	25027	43221	0	0	13700.1333333333	19604.0217755111	4.77148947842821	0.0168096054711461	1	0.0300996233953553
Creatine_and_Creatinine_Degradation	3900	9387	6003	6539	0	0	2961	0	4886	0	2707	7246	11758	0	0	0	0	0	0	5044	0	0	0	0	0	0	0	5042	3133	0	0	2286.86666666667	3304.28331979436	4.76930751615658	0.0168367286538663	1	0.0300996233953553
COG2363	0	0	0	59026	0	0	24498	25968	0	0	26502	42286	65131	29445	40409	0	0	30841	0	54874	0	22935	0	0	0	0	31914	23295	0	31204	0	16944.2666666667	20678.911633358	4.73997010710936	0.017206012117315	1	0.0306874286704112
Translation_elongation_factor_G_family	56638	50558	47285	56645	57348	60895	53688	43462	64230	38968	56421	86467	93146	35319	49138	46499	38850	51070	61603	61828	36428	45904	41751	37615	34953	39760	47691	50472	46448	46683	48414.5	51258.7666666667	13449.315623361	4.69911816265419	0.0177347969372736	1	0.0315562818743038
RNA_polymerase_chloroplast	32	12	22	31	9	8	6	9	12	28	6	0	0	11	0	8	37	31	9	31	0	12	6	0	6	6	3	8	6	9	8.5	11.9333333333333	11.0887744832434	4.66710695146803	0.0181613421396919	1	0.0322395722292423
Bacterial_Chemotaxis	0	0	0	0	0	0	2597	0	0	0	0	5424	9832	0	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817.233333333333	2328.27592989902	4.61846849719036	0.0188306722437424	1	0.033349648506441
Menaquinone_and_Phylloquinone_Biosynthesis	17377	23759	0	23032	30740	0	5144	0	0	0	6213	9637	9523	3456	22928	0	0	0	0	0	0	0	0	0	0	0	19792	4316	14704	0	0	6354.03333333333	9365.15166393507	4.60099645842871	0.0190775389417543	1	0.033708099109207
Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	0	0	6624	0	0	0	4914	0	0	0	6306	0	14343	3517	0	0	0	0	0	7628	0	0	0	6735	0	0	618	3879	0	679	0	1841.43333333333	3442.0886770854	4.55001473396297	0.0198179534767565	1	0.0349349040357707
COG1565	25337	0	0	21310	0	0	11080	0	0	0	8624	12405	24500	0	9101	0	0	0	0	0	0	0	0	20096	0	0	9701	7615	22253	0	0	5734.06666666667	8699.85910679943	4.53303103288567	0.0200714163062115	1	0.0352996138285576
Restriction-Modification_System	48490	49848	20567	24931	25488	27614	0	0	2556	0	0	0	0	0	60361	0	46890	0	28942	0	0	0	0	0	0	5493	18908	0	38901	18457	0	13914.8666666667	18948.2546257147	4.41882335962109	0.0218689425004522	1	0.03837189447996
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	1868	1257	1079	1218	1824	1570	0	0	0	0	0	2996	4413	0	0	0	0	0	1653	0	0	0	0	0	0	0	3818	0	1658	3901	0	908.5	1345.16797438474	4.36931612738033	0.0227011988138775	1	0.0397322893867269
Anaerobic_benzoate_metabolism	0	0	0	0	0	0	1512	0	0	0	0	0	7299	0	3884	0	0	0	0	0	0	0	0	0	0	0	0	4794	0	0	0	582.966666666667	1696.18164453704	4.36652660606488	0.0227490944509755	1	0.0397322893867269
CBSS-83333.1.peg.946	0	0	0	0	10694	11520	1046	0	0	0	0	0	0	0	4210	0	0	0	12950	0	0	0	0	0	0	0	5380	0	10242	0	0	1868.06666666667	3994.58911557858	4.35116415482323	0.0230148174836724	1	0.0401039808106292
At4g17370	0	36	43	0	0	30	0	0	0	0	2	0	0	0	17	0	0	0	0	14	3	0	0	11	0	0	8	2	12	5	0	6.1	11.4239615086766	4.27101666029008	0.0244562674625631	1	0.0425180062766579
COG2509	0	0	0	40834	43961	43759	31472	0	0	0	0	0	56005	0	0	0	0	0	46816	0	0	0	0	0	0	0	29376	29126	34100	29094	0	12818.1	19141.0853318016	4.20549245131023	0.0257067830814006	1	0.0445897976560678
r1t-like_streptococcal_phages	11720	0	10040	9140	11284	0	1342	2	0	4	0	0	13609	0	5	0	0	0	0	0	0	0	0	6851	0	0	2519	185	9712	2635	0	2634.93333333333	4481.10936028687	4.06333034812816	0.0286624380575169	1	0.0496030320721412
tRNA_aminoacylation,_Phe	0	54522	50912	0	0	0	17146	0	0	0	16927	24237	28795	0	15500	0	0	0	60841	0	0	0	0	0	0	0	0	14479	50252	0	0	11120.3666666667	19054.0778954828	3.87767924798035	0.0330839142693828	1	0.0571243895585243
Dipeptidases_(EC_3.4.13.-)	3803	0	0	3273	20790	4405	0	0	2682	0	0	0	0	0	0	0	0	0	25588	0	0	0	0	9423	0	0	0	0	2880	0	0	2428.13333333333	6042.82052055811	3.83406397434699	0.0342255583007867	1	0.0588723998642968
CBSS-188.1.peg.9880	0	12217	0	11302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13292	0	0	0	0	0	0	0	0	0	0	0	0	1227.03333333333	3753.15606485081	3.83308662545381	0.0342516205015236	1	0.0588723998642968
Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase	0	0	0	0	0	0	91041	0	0	0	0	85999	0	0	102624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322.13333333333	28532.4449086363	3.82666989435682	0.0344232607437004	1	0.0590335557550338
Choline_Transport	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	861	0	76.4	234.287857133058	3.80789158899099	0.0349308883201613	1	0.0597688788864159
Peptidoglycan_biosynthesis--gjo	0	0	0	0	0	0	6442	0	0	0	7065	8168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722.5	2216.47145411272	3.80411978126655	0.0350338167084178	1	0.0598099843805872
Glycerol_fermenation_to_1,3-propanediol	2204	0	523	936	9425	10516	690	3	1694	25	0	0	2618	0	676	0	283	8	2303	861	4	2	21	7522	1056	0	5118	0	6709	5037	599.5	1941.13333333333	3013.98333900771	3.7925348563088	0.035351998328677	1	0.0602175611980611
Ubiquinone_Biosynthesis	0	0	0	4560	0	0	0	0	0	0	6292	6647	0	0	5258	0	0	0	0	0	0	0	0	0	0	0	0	3777	0	0	0	884.466666666667	2059.53901325671	3.77789623357563	0.0357584961153954	1	0.0607376263305003
Thiamin_biosynthesis	0	45411	33789	46598	0	0	17920	0	0	0	0	28937	44093	21301	27087	0	0	0	0	38734	0	0	0	0	0	0	0	22381	0	0	0	10875.0333333333	16731.7349214482	3.77578373143895	0.0358175712001763	1	0.0607376263305003
Bile_hydrolysis_related_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5397	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	469.7	1446.07700348218	3.76958382400412	0.0359915546552204	1	0.0608964250639667
Molybdenum_cofactor_biosynthesis	30717	0	0	33359	0	0	22303	0	0	0	8624	12405	46300	14266	12622	0	14758	0	0	0	13707	0	0	19439	11568	0	11103	20259	29132	10916	9770	10382.6	12420.1175312336	3.74716324083076	0.036628343398264	1	0.0618358224852653
Bile_hydrolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5740	4760	0	0	3934	0	0	0	0	0	0	0	0	0	0	481.133333333333	1487.15045115409	3.73165320213492	0.0370759347514971	1	0.0623898485281029
Phage_capsid_proteins	0	0	674	0	0	606	0	0	0	0	0	0	0	0	0	0	0	0	859	0	4	0	0	0	0	0	0	0	0	0	0	71.4333333333333	220.213639737499	3.73009804285476	0.0371211367891483	1	0.0623898485281029
VC0266	4712	0	0	0	4399	4890	1261	0	0	57	2162	3128	0	0	1780	0	0	0	0	0	0	0	0	2327	0	0	2275	0	4001	0	0	1033.06666666667	1653.29760204252	3.71800207898053	0.0374747435691155	1	0.0628448133305078
At4g10620_At3g57180_At3g47450	0	24991	0	18484	0	0	5003	0	0	0	9373	12432	12804	0	4864	0	0	0	30794	0	0	0	0	0	0	0	0	7496	23176	0	0	4980.56666666667	8746.72965360959	3.68235719166268	0.0385379708405515	1	0.0644851697508566
KDO2-Lipid_A_biosynthesis	0	0	119782	0	119446	0	44332	0	0	0	0	63822	94931	0	68183	0	0	0	0	0	0	0	0	0	0	0	55107	42722	103398	53275	0	25499.9333333333	40342.6655983663	3.66225594991192	0.0391518076410212	1	0.0653679960173878
Chorismate_Synthesis	0	0	0	0	0	0	28823	0	0	0	23383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16944	0	0	0	2305	7204.49668968792	3.62722846105163	0.040246688120248	1	0.067048328780545
BlaR1_Family_Regulatory_Sensor-transducer_Disambiguation	0	0	0	0	0	0	0	0	0	0	0	1872	0	0	0	0	0	0	0	0	0	0	0	1165	0	0	0	1220	0	0	0	141.9	445.124573807037	3.59421511827714	0.0413087589948038	1	0.0686620750523022
BarA-UvrY(SirA)_two-component_regulatory_system	0	0	0	0	0	0	0	0	0	0	40970	58445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34396	0	0	0	4460.36666666667	13995.8092458824	3.5915277956599	0.0413965280988155	1	0.0686620750523022
Osmotic_stress_cluster	0	6811	0	0	8779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4897	0	0	682.9	2145.16777496741	3.58156259860645	0.0417237483334468	1	0.0690537144907263
Biotin_biosynthesis	0	0	0	0	0	0	20522	0	0	0	12730	0	0	0	23605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1895.23333333333	5967.27895988259	3.56056950075539	0.0424222106899551	1	0.0700567226644574
Urea_carboxylase_and_Allophanate_hydrolase_cluster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0.466666666666667	1.47935991128813	3.5	0.0445087539464003	1	0.0733426858508074
